id,lama hukuman (bulan)
doc_629,72
doc_2452,60
doc_20062,2
doc_23630,12
doc_2177,18
doc_19703,60
doc_20218,3
doc_2788,60
doc_12298,66
doc_1197,54
doc_18061,36
doc_7619,34
doc_4445,42
doc_11129,6
doc_15515,18
doc_5723,2
doc_20963,24
doc_10696,36
doc_18754,12
doc_4968,48
doc_18602,10
doc_10411,60
doc_19711,18
doc_4010,48
doc_15516,24
doc_3584,16
doc_23538,16
doc_18021,84
doc_18853,7
doc_12425,10
doc_8278,42
doc_3668,96
doc_12475,36
doc_12783,15
doc_10212,84
doc_3424,22
doc_10718,15
doc_8200,18
doc_18794,8
doc_19597,18
doc_21942,3
doc_5367,108
doc_17314,72
doc_2896,132
doc_14123,96
doc_1297,18
doc_3643,24
doc_20365,72
doc_21721,12
doc_23312,54
doc_23092,12
doc_8549,24
doc_5452,60
doc_10686,60
doc_15450,28
doc_7867,7
doc_19128,12
doc_12868,5
doc_14608,9
doc_9798,78
doc_11756,10
doc_13980,30
doc_9739,48
doc_14386,14
doc_6475,66
doc_8812,27
doc_493,102
doc_11692,18
doc_21231,18
doc_1117,20
doc_5638,18
doc_5086,90
doc_1758,65
doc_11487,12
doc_22089,5
doc_22555,2
doc_6354,6
doc_22589,18
doc_23557,12
doc_23653,48
doc_3645,20
doc_19168,48
doc_14351,96
doc_12002,72
doc_20354,12
doc_11186,79
doc_1697,65
doc_2296,24
doc_14795,12
doc_14697,66
doc_5940,10
doc_22477,78
doc_9969,66
doc_11034,10
doc_3314,54
doc_14825,66
doc_20483,42
doc_9785,5
doc_9916,96
doc_216,66
doc_1073,60
doc_8683,14
doc_23563,11
doc_19868,6
doc_7007,10
doc_13380,15
doc_8653,18
doc_13706,60
doc_15385,16
doc_26,18
doc_22995,2
doc_10602,72
doc_7660,18
doc_13402,7
doc_5691,7
doc_9745,24
doc_22750,60
doc_22022,10
doc_12722,58
doc_9172,16
doc_10848,7
doc_11909,10
doc_631,84
doc_22095,12
doc_8708,14
doc_21085,22
doc_6615,60
doc_5244,10
doc_1103,24
doc_19661,24
doc_2205,108
doc_23429,72
doc_12904,36
doc_11478,120
doc_11309,96
doc_13768,20
doc_15065,4
doc_12513,174
doc_23665,5
doc_18592,66
doc_17357,5
doc_14891,29
doc_720,7
doc_13840,180
doc_6156,32
doc_19188,19
doc_18951,18
doc_4026,144
doc_8225,24
doc_17909,48
doc_15494,1
doc_19177,12
doc_16094,54
doc_18607,18
doc_5819,12
doc_11957,108
doc_3867,12
doc_2746,7
doc_11868,22
doc_10344,120
doc_20711,24
doc_11951,24
doc_21421,10
doc_19612,18
doc_4215,24
doc_12097,3
doc_15194,4
doc_19644,60
doc_1402,3
doc_12829,114
doc_3254,60
doc_22038,30
doc_19046,18
doc_2159,24
doc_8579,12
doc_17059,12
doc_20716,42
doc_7012,48
doc_20336,8
doc_10198,12
doc_3842,42
doc_18200,84
doc_19558,24
doc_11850,10
doc_2101,18
doc_1674,72
doc_10294,120
doc_4214,26
doc_7481,12
doc_17933,72
doc_14563,72
doc_20179,72
doc_11516,9
doc_8548,4
doc_17846,72
doc_14824,24
doc_16924,66
doc_19605,36
doc_16364,4
doc_14610,78
doc_18136,72
doc_18157,60
doc_9389,72
doc_10071,3
doc_10861,36
doc_18401,24
doc_2006,7
doc_19622,24
doc_15888,18
doc_15234,72
doc_13412,108
doc_2258,96
doc_20260,96
doc_5575,18
doc_9084,48
doc_5356,72
doc_6094,12
doc_7936,96
doc_1520,5
doc_22887,18
doc_1379,60
doc_18972,7
doc_15207,84
doc_21111,36
doc_13201,30
doc_21525,36
doc_5843,156
doc_7123,18
doc_16212,36
doc_12821,60
doc_5833,84
doc_9822,10
doc_12719,13
doc_523,144
doc_19992,8
doc_15373,15
doc_235,1
doc_12181,102
doc_6319,216
doc_11993,18
doc_21932,30
doc_1949,84
doc_6362,12
doc_22982,132
doc_21898,48
doc_11685,22
doc_15928,108
doc_22608,5
doc_2225,18
doc_22552,7
doc_15247,84
doc_16210,24
doc_5572,72
doc_4524,7
doc_5794,1
doc_5739,5
doc_19009,7
doc_4729,18
doc_7819,66
doc_8860,24
doc_23583,10
doc_15276,60
doc_2438,20
doc_14088,66
doc_11990,36
doc_3168,12
doc_18194,192
doc_21347,72
doc_13753,60
doc_15921,12
doc_14028,48
doc_7017,84
doc_13387,30
doc_15999,108
doc_12642,10
doc_20967,22
doc_4946,18
doc_15650,84
doc_12238,40
doc_6047,156
doc_9228,70
doc_5586,20
doc_5591,36
doc_1229,120
doc_18692,12
doc_13342,60
doc_13334,12
doc_14744,18
doc_8245,2
doc_20886,144
doc_16238,5
doc_6556,102
doc_15374,5
doc_12146,48
doc_160,66
doc_1590,66
doc_15370,12
doc_5566,36
doc_7191,48
doc_20601,18
doc_10577,66
doc_15062,8
doc_13365,120
doc_1557,24
doc_2829,108
doc_437,18
doc_15593,15
doc_23272,10
doc_17973,84
doc_2781,60
doc_3702,18
doc_5687,108
doc_4728,6
doc_17623,18
doc_2952,66
doc_2556,10
doc_10351,168
doc_20327,20
doc_17882,22
doc_12738,15
doc_6466,48
doc_7356,48
doc_15718,144
doc_7824,180
doc_12450,24
doc_21945,22
doc_15272,24
doc_5186,96
doc_8550,8
doc_5243,12
doc_18515,156
doc_2093,72
doc_10208,34
doc_11949,7
doc_188,168
doc_20549,20
doc_20040,72
doc_19811,6
doc_20795,48
doc_1382,36
doc_20985,22
doc_8606,39
doc_15744,8
doc_11529,66
doc_19560,30
doc_15039,13
doc_21879,60
doc_21211,10
doc_8449,90
doc_11391,24
doc_23562,24
doc_7296,18
doc_18620,6
doc_8069,72
doc_12936,18
doc_9960,58
doc_9765,14
doc_25,96
doc_3364,18
doc_1089,33
doc_12867,14
doc_10887,40
doc_11591,27
doc_22692,72
doc_19226,156
doc_10504,60
doc_12307,60
doc_17080,20
doc_15907,8
doc_22721,72
doc_11945,10
doc_6338,74
doc_17612,18
doc_18384,78
doc_277,84
doc_12414,30
doc_19338,30
doc_20022,2
doc_3907,78
doc_5846,30
doc_23543,78
doc_1138,60
doc_19152,18
doc_18109,18
doc_13325,10
doc_2491,48
doc_16166,1
doc_7743,84
doc_14483,26
doc_13128,34
doc_3936,8
doc_15073,12
doc_2385,84
doc_8017,30
doc_7085,7
doc_16500,7
doc_1864,30
doc_15689,6
doc_19504,24
doc_365,60
doc_9095,54
doc_19204,2
doc_20742,15
doc_18355,16
doc_3803,4
doc_15310,30
doc_3537,18
doc_3826,7
doc_6643,15
doc_22056,18
doc_12992,84
doc_18331,5
doc_20754,18
doc_13528,30
doc_7270,30
doc_20979,15
doc_7930,9
doc_12983,48
doc_7167,2
doc_12870,144
doc_5868,7
doc_4762,5
doc_883,12
doc_13894,36
doc_21953,72
doc_558,20
doc_1961,36
doc_13332,8
doc_1208,96
doc_7685,8
doc_16860,96
doc_12022,72
doc_10486,84
doc_19596,11
doc_3631,78
doc_1709,156
doc_1141,108
doc_19547,16
doc_6208,12
doc_21758,78
doc_20115,84
doc_20874,15
doc_2661,66
doc_14853,9
doc_1308,10
doc_18952,78
doc_16213,24
doc_12453,24
doc_19219,84
doc_6906,8
doc_11928,120
doc_14073,4
doc_9430,18
doc_2152,10
doc_20220,72
doc_23319,12
doc_22867,20
doc_13284,66
doc_5005,16
doc_15997,24
doc_1628,29
doc_19841,12
doc_9715,1
doc_359,78
doc_139,48
doc_8492,20
doc_16767,15
doc_11182,72
doc_341,24
doc_4858,9
doc_17824,12
doc_9570,6
doc_13866,14
doc_17331,96
doc_10583,21
doc_5499,42
doc_8557,6
doc_10914,24
doc_1933,60
doc_2353,82
doc_15849,15
doc_3237,108
doc_12356,1
doc_9494,8
doc_21570,12
doc_3808,66
doc_1937,34
doc_5620,72
doc_14974,48
doc_18801,8
doc_20775,30
doc_6140,12
doc_786,10
doc_8037,84
doc_8316,18
doc_23048,30
doc_18557,24
doc_2170,96
doc_20394,54
doc_17295,30
doc_14139,66
doc_18694,66
doc_11827,18
doc_16347,18
doc_6592,240
doc_4459,4
doc_14326,12
doc_7598,36
doc_9371,17
doc_4653,60
doc_443,30
doc_19800,10
doc_9592,22
doc_22343,18
doc_20788,24
doc_9650,3
doc_21027,36
doc_5745,24
doc_15748,66
doc_17439,24
doc_15846,9
doc_20084,1
doc_11952,56
doc_930,18
doc_22699,12
doc_8768,27
doc_18214,12
doc_11121,12
doc_14731,30
doc_11739,90
doc_13791,120
doc_22616,10
doc_21403,48
doc_2012,60
doc_17298,84
doc_7612,60
doc_19658,30
doc_16029,120
doc_20843,24
doc_23433,12
doc_18991,72
doc_6565,18
doc_21405,78
doc_16391,3
doc_11173,24
doc_7836,180
doc_3362,2
doc_12967,42
doc_10136,3
doc_22934,42
doc_18020,18
doc_1142,4
doc_22007,48
doc_22160,84
doc_15008,48
doc_15435,84
doc_16744,48
doc_18455,10
doc_3135,14
doc_6991,24
doc_19628,4
doc_21566,72
doc_18627,132
doc_17859,8
doc_1824,4
doc_10082,72
doc_3260,12
doc_10214,60
doc_4021,10
doc_22291,84
doc_3501,60
doc_2659,12
doc_17515,60
doc_13750,5
doc_10517,4
doc_1820,3
doc_7462,12
doc_5625,18
doc_17816,12
doc_21547,1
doc_7065,4
doc_9343,18
doc_12337,8
doc_4670,22
doc_9429,12
doc_5477,84
doc_23488,34
doc_15671,144
doc_1857,72
doc_2283,48
doc_22123,48
doc_20393,15
doc_13393,12
doc_6440,60
doc_6032,72
doc_387,6
doc_1629,10
doc_11778,18
doc_21979,18
doc_22897,78
doc_13852,3
doc_7719,96
doc_7545,12
doc_11382,12
doc_4659,56
doc_12498,60
doc_9102,48
doc_10059,4
doc_1843,3
doc_18882,48
doc_16586,42
doc_3869,1
doc_5055,66
doc_5890,30
doc_14377,10
doc_19087,66
doc_22536,20
doc_16716,7
doc_3809,126
doc_21425,2
doc_936,17
doc_10652,60
doc_1775,56
doc_21078,15
doc_3745,24
doc_17374,96
doc_5444,8
doc_21648,18
doc_13970,18
doc_1876,36
doc_3761,30
doc_22130,14
doc_3053,18
doc_20126,78
doc_13655,120
doc_13147,72
doc_22151,12
doc_4616,60
doc_15813,14
doc_3322,1
doc_21504,18
doc_3312,2
doc_20948,120
doc_20864,18
doc_21070,24
doc_12744,10
doc_12872,66
doc_11596,84
doc_8211,10
doc_11432,16
doc_20013,72
doc_20014,6
doc_17741,60
doc_16019,216
doc_1518,24
doc_22528,156
doc_4493,54
doc_3113,114
doc_16567,38
doc_16295,72
doc_11835,72
doc_2867,36
doc_856,14
doc_21773,24
doc_4913,144
doc_13861,18
doc_5464,78
doc_18185,18
doc_5483,9
doc_12606,36
doc_21646,48
doc_18353,10
doc_3829,6
doc_21412,18
doc_4698,144
doc_15201,12
doc_4988,8
doc_4651,12
doc_17544,48
doc_17710,24
doc_10289,14
doc_6797,8
doc_5809,5
doc_17840,30
doc_5411,156
doc_8334,30
doc_2801,66
doc_9837,5
doc_10333,3
doc_12729,84
doc_22436,34
doc_13779,66
doc_7816,15
doc_4379,16
doc_8922,96
doc_6717,15
doc_20121,168
doc_2262,60
doc_7430,42
doc_20390,8
doc_9303,32
doc_22465,60
doc_11191,24
doc_18779,5
doc_17570,6
doc_2008,24
doc_194,120
doc_13804,60
doc_22370,18
doc_8771,84
doc_16301,1
doc_772,14
doc_10588,60
doc_17863,84
doc_18231,3
doc_12467,54
doc_20125,18
doc_21228,120
doc_14869,53
doc_14568,5
doc_16790,15
doc_23336,1
doc_10089,30
doc_16911,48
doc_6318,84
doc_11852,18
doc_6582,6
doc_1448,82
doc_343,18
doc_13320,5
doc_11329,78
doc_17112,66
doc_9169,30
doc_22542,8
doc_19901,4
doc_7369,48
doc_2045,30
doc_7157,4
doc_16289,8
doc_7852,36
doc_10179,3
doc_12133,180
doc_13616,42
doc_17733,8
doc_17045,12
doc_1493,2
doc_779,4
doc_9886,8
doc_18864,12
doc_9278,2
doc_2525,22
doc_5375,96
doc_19583,72
doc_22874,66
doc_16233,10
doc_14850,12
doc_17372,30
doc_8260,18
doc_21280,120
doc_41,12
doc_11241,3
doc_18147,16
doc_21655,6
doc_14425,108
doc_11640,84
doc_6817,24
doc_22178,6
doc_21427,72
doc_10705,13
doc_19108,24
doc_14141,3
doc_1461,8
doc_21961,1
doc_4494,4
doc_20815,12
doc_13075,6
doc_17916,1
doc_13687,10
doc_13948,6
doc_11003,84
doc_15433,22
doc_7231,5
doc_15687,24
doc_10413,1
doc_5076,48
doc_9642,54
doc_21930,24
doc_21798,36
doc_22916,39
doc_4089,7
doc_18352,18
doc_22257,42
doc_14950,60
doc_4250,9
doc_16808,90
doc_22832,10
doc_10097,5
doc_23098,66
doc_12110,5
doc_6143,4
doc_5662,1
doc_13971,18
doc_15038,60
doc_9032,180
doc_2660,18
doc_142,51
doc_2598,60
doc_6702,18
doc_15224,120
doc_17762,42
doc_20059,60
doc_23558,14
doc_7419,5
doc_17523,18
doc_10450,30
doc_18172,8
doc_12131,22
doc_21268,22
doc_16844,24
doc_16014,10
doc_8180,11
doc_11566,60
doc_17333,6
doc_9529,84
doc_6371,8
doc_4629,90
doc_14479,42
doc_442,4
doc_9795,20
doc_9047,18
doc_3831,24
doc_22565,12
doc_6345,24
doc_21599,12
doc_1959,66
doc_156,72
doc_10488,12
doc_21888,12
doc_4579,240
doc_1090,16
doc_12577,64
doc_9123,18
doc_7951,240
doc_11102,108
doc_18059,66
doc_21706,144
doc_6417,78
doc_16022,12
doc_9088,1
doc_11440,24
doc_18711,11
doc_7097,84
doc_1099,48
doc_5434,4
doc_13231,24
doc_6451,48
doc_12329,144
doc_10786,26
doc_18100,60
doc_20216,72
doc_3349,22
doc_4080,6
doc_9178,48
doc_22925,6
doc_588,66
doc_9347,24
doc_13270,36
doc_13538,72
doc_21087,84
doc_10965,30
doc_23122,18
doc_13676,12
doc_19375,18
doc_16300,30
doc_646,22
doc_11750,14
doc_9588,24
doc_16649,60
doc_11740,54
doc_15037,78
doc_227,1
doc_3865,4
doc_10593,48
doc_22105,60
doc_23452,12
doc_16155,15
doc_20096,6
doc_8439,12
doc_1530,18
doc_21489,18
doc_924,14
doc_21046,204
doc_20749,96
doc_17054,54
doc_19989,54
doc_10103,12
doc_7184,12
doc_12151,84
doc_22410,108
doc_2592,120
doc_5907,10
doc_11206,18
doc_7134,96
doc_2308,8
doc_20075,60
doc_17072,18
doc_14204,78
doc_613,12
doc_19585,30
doc_11169,78
doc_6630,15
doc_4136,8
doc_1899,15
doc_13938,15
doc_283,24
doc_259,24
doc_11117,27
doc_23016,20
doc_4944,5
doc_19207,9
doc_14722,36
doc_11532,3
doc_19910,36
doc_6972,144
doc_14890,20
doc_13522,12
doc_5224,72
doc_2286,156
doc_8079,96
doc_6711,144
doc_22901,108
doc_10404,17
doc_476,4
doc_18940,14
doc_16392,16
doc_6412,48
doc_2552,96
doc_6853,10
doc_5547,14
doc_13490,24
doc_18811,72
doc_21372,108
doc_18659,216
doc_9204,17
doc_17962,14
doc_10184,24
doc_20355,12
doc_13566,17
doc_16281,18
doc_21760,24
doc_7194,22
doc_20252,60
doc_18490,6
doc_6824,10
doc_22811,12
doc_782,10
doc_14940,14
doc_18134,78
doc_10984,2
doc_6520,18
doc_5775,6
doc_13172,18
doc_9284,1
doc_9370,12
doc_22693,16
doc_18709,3
doc_10272,36
doc_5056,36
doc_10801,27
doc_22516,96
doc_1728,18
doc_16995,58
doc_16010,12
doc_4667,48
doc_8536,16
doc_3751,72
doc_12925,3
doc_12723,60
doc_11408,72
doc_98,60
doc_3138,84
doc_13369,48
doc_14358,18
doc_17922,24
doc_13141,18
doc_15178,84
doc_3649,9
doc_10850,44
doc_21047,6
doc_17902,30
doc_1634,72
doc_12465,5
doc_11862,6
doc_23371,20
doc_18475,18
doc_6172,7
doc_7522,48
doc_573,60
doc_9880,10
doc_22592,48
doc_19447,51
doc_598,12
doc_15353,30
doc_7346,144
doc_6305,30
doc_23033,120
doc_16377,78
doc_21439,18
doc_18323,2
doc_1754,28
doc_20055,48
doc_18746,6
doc_20645,90
doc_5433,36
doc_13184,30
doc_21083,7
doc_23056,12
doc_11930,24
doc_21025,84
doc_21937,24
doc_9136,36
doc_22250,14
doc_1172,42
doc_15563,84
doc_7928,18
doc_22827,60
doc_23365,72
doc_23157,18
doc_21335,10
doc_14532,54
doc_15893,84
doc_22703,10
doc_17259,72
doc_18682,66
doc_22873,60
doc_2644,54
doc_5348,15
doc_9033,2
doc_16966,96
doc_205,12
doc_7897,24
doc_9834,20
doc_2015,66
doc_17290,50
doc_17016,24
doc_8462,10
doc_19676,90
doc_1975,96
doc_163,10
doc_4999,3
doc_21536,72
doc_9558,12
doc_4714,78
doc_9068,48
doc_1432,24
doc_15262,20
doc_12836,36
doc_13976,12
doc_22669,84
doc_7711,22
doc_7737,10
doc_4284,18
doc_7532,4
doc_14140,12
doc_17070,16
doc_13494,10
doc_10054,78
doc_10852,48
doc_3385,4
doc_2840,12
doc_21384,24
doc_21647,72
doc_15079,24
doc_19716,72
doc_15942,46
doc_10596,48
doc_15434,34
doc_2097,22
doc_10196,72
doc_8000,22
doc_22055,42
doc_5018,30
doc_17834,5
doc_18995,12
doc_18285,14
doc_20305,78
doc_2758,78
doc_6398,180
doc_10078,12
doc_13931,12
doc_14083,6
doc_2098,15
doc_8330,30
doc_9029,60
doc_3472,96
doc_12890,10
doc_14473,1
doc_16231,12
doc_18556,60
doc_18510,5
doc_1734,14
doc_18395,30
doc_23439,48
doc_1284,10
doc_12486,24
doc_12449,2
doc_10029,84
doc_1020,138
doc_16185,2
doc_21845,102
doc_9519,14
doc_19195,18
doc_17521,60
doc_1652,6
doc_831,18
doc_1170,48
doc_10721,72
doc_6257,60
doc_5470,72
doc_16045,36
doc_10259,53
doc_16064,8
doc_17252,8
doc_11167,72
doc_23007,7
doc_5094,18
doc_542,24
doc_9325,24
doc_17048,72
doc_12694,72
doc_23467,1
doc_3391,78
doc_12081,75
doc_11155,22
doc_14227,30
doc_16978,30
doc_16030,84
doc_23600,18
doc_10776,60
doc_11006,72
doc_3960,8
doc_6644,30
doc_20816,24
doc_16101,12
doc_16088,96
doc_3587,84
doc_21320,18
doc_2564,8
doc_10823,120
doc_21787,84
doc_5037,24
doc_1081,72
doc_5892,108
doc_14538,12
doc_2024,72
doc_13110,120
doc_22476,9
doc_7910,42
doc_22159,48
doc_16611,72
doc_1014,78
doc_14872,108
doc_18314,30
doc_9236,24
doc_5252,2
doc_9597,5
doc_2180,6
doc_17082,8
doc_17509,36
doc_12088,6
doc_5111,6
doc_1779,180
doc_21204,72
doc_19019,60
doc_15380,12
doc_7605,60
doc_19874,54
doc_13945,24
doc_17422,78
doc_21441,96
doc_23608,24
doc_19034,144
doc_10474,60
doc_14934,24
doc_19364,60
doc_18932,18
doc_5133,60
doc_2160,12
doc_11330,24
doc_14043,51
doc_14567,20
doc_6446,20
doc_3968,15
doc_1429,18
doc_3082,48
doc_2521,24
doc_11755,48
doc_10048,78
doc_21430,34
doc_6020,17
doc_16833,84
doc_16899,30
doc_3728,14
doc_8554,18
doc_22420,75
doc_9497,24
doc_6252,18
doc_5927,96
doc_18845,16
doc_16407,44
doc_18451,66
doc_18038,72
doc_8895,14
doc_8707,16
doc_1377,8
doc_1725,144
doc_3755,24
doc_10518,24
doc_20568,60
doc_22527,14
doc_4083,12
doc_11871,60
doc_22313,6
doc_20943,16
doc_12501,42
doc_13058,14
doc_19922,48
doc_16141,24
doc_10774,12
doc_20715,8
doc_9952,8
doc_14572,24
doc_17031,48
doc_23322,192
doc_14216,6
doc_15998,18
doc_7166,15
doc_21212,60
doc_11183,12
doc_22992,5
doc_4876,24
doc_10737,8
doc_21988,16
doc_15991,84
doc_12259,144
doc_18545,54
doc_686,42
doc_11436,8
doc_21811,24
doc_14292,48
doc_2462,24
doc_12276,11
doc_11890,16
doc_7129,7
doc_16378,78
doc_5947,186
doc_4584,48
doc_12233,96
doc_13071,6
doc_16906,13
doc_22411,12
doc_3984,78
doc_14687,72
doc_6304,78
doc_9909,24
doc_781,8
doc_17154,78
doc_5979,84
doc_20132,18
doc_2197,72
doc_14090,156
doc_23545,84
doc_20670,14
doc_21695,48
doc_9833,96
doc_6980,84
doc_18212,96
doc_11825,18
doc_19394,48
doc_2377,24
doc_20224,78
doc_17631,1
doc_11484,48
doc_6512,21
doc_13280,3
doc_22686,9
doc_14474,8
doc_5440,114
doc_10760,8
doc_6494,48
doc_8965,12
doc_5511,10
doc_5331,2
doc_21388,48
doc_4532,12
doc_9867,10
doc_15588,90
doc_16750,96
doc_10143,28
doc_12090,20
doc_16532,96
doc_18053,80
doc_11281,18
doc_22308,60
doc_7789,7
doc_3457,3
doc_19656,60
doc_4941,78
doc_9224,18
doc_22373,48
doc_14917,30
doc_20311,36
doc_7100,13
doc_8081,20
doc_16463,6
doc_18632,48
doc_23618,1
doc_21581,48
doc_18664,12
doc_20282,66
doc_9313,2
doc_6173,18
doc_3632,84
doc_16956,7
doc_6273,6
doc_393,6
doc_3192,18
doc_17,84
doc_20585,11
doc_19057,8
doc_23146,108
doc_19878,60
doc_21885,10
doc_7395,10
doc_21224,12
doc_594,24
doc_4720,1
doc_5828,15
doc_10750,12
doc_18740,12
doc_4799,9
doc_10635,96
doc_4796,24
doc_20977,12
doc_11235,60
doc_8657,12
doc_164,14
doc_672,20
doc_23026,192
doc_14309,6
doc_23424,48
doc_16053,1
doc_14829,18
doc_5543,10
doc_7994,48
doc_10901,66
doc_7759,72
doc_4838,18
doc_18678,11
doc_6549,84
doc_4482,84
doc_3717,120
doc_10838,60
doc_6141,30
doc_9957,48
doc_1550,14
doc_14819,15
doc_18429,144
doc_768,36
doc_5694,84
doc_9701,7
doc_23574,2
doc_19687,72
doc_4518,120
doc_12412,72
doc_22598,12
doc_21321,7
doc_3293,18
doc_9012,15
doc_1404,54
doc_1383,84
doc_10341,72
doc_1639,7
doc_14084,15
doc_8801,96
doc_6407,96
doc_9075,78
doc_17564,120
doc_5449,22
doc_12169,84
doc_5079,84
doc_13565,12
doc_17074,18
doc_3851,48
doc_21122,96
doc_6489,48
doc_10146,108
doc_13829,5
doc_7155,5
doc_21753,72
doc_6611,18
doc_5180,46
doc_20734,1
doc_12331,32
doc_18269,20
doc_19104,60
doc_22954,10
doc_2495,12
doc_19421,10
doc_846,120
doc_8735,15
doc_11917,84
doc_11872,18
doc_12416,15
doc_7968,13
doc_7341,12
doc_13892,50
doc_22503,1
doc_21571,96
doc_7138,48
doc_2965,3
doc_15752,18
doc_18914,18
doc_15477,18
doc_5773,72
doc_17433,24
doc_18345,11
doc_2531,84
doc_11139,16
doc_23674,36
doc_14717,9
doc_8430,48
doc_4918,3
doc_5902,12
doc_8287,8
doc_20644,18
doc_21955,96
doc_5657,36
doc_16128,8
doc_5908,18
doc_7374,54
doc_19363,10
doc_22324,2
doc_6722,30
doc_22819,9
doc_12687,72
doc_8265,48
doc_7694,75
doc_19523,132
doc_8326,30
doc_23596,5
doc_12266,24
doc_11422,60
doc_1827,108
doc_12330,1
doc_561,78
doc_4108,168
doc_5436,61
doc_4438,16
doc_10383,4
doc_17827,7
doc_4407,24
doc_23132,6
doc_18074,108
doc_9918,10
doc_22486,6
doc_18881,78
doc_15097,1
doc_2818,8
doc_16725,1
doc_18793,9
doc_5783,12
doc_20961,60
doc_16164,60
doc_20110,30
doc_19170,84
doc_9716,7
doc_10700,54
doc_22977,30
doc_17397,24
doc_4896,2
doc_20422,108
doc_21855,12
doc_149,10
doc_16670,12
doc_18753,72
doc_8556,108
doc_15464,108
doc_4444,12
doc_7447,90
doc_237,14
doc_15902,72
doc_23195,20
doc_10755,66
doc_7124,36
doc_22578,30
doc_10124,6
doc_13712,63
doc_3084,30
doc_633,12
doc_18878,60
doc_2666,60
doc_21854,10
doc_21754,90
doc_10527,14
doc_15837,72
doc_10061,180
doc_14789,60
doc_12076,5
doc_21824,90
doc_20596,96
doc_14110,72
doc_9687,84
doc_20259,5
doc_19202,72
doc_5250,4
doc_8534,48
doc_7427,5
doc_12346,12
doc_21999,51
doc_7980,36
doc_22751,24
doc_1736,12
doc_14485,14
doc_4256,72
doc_21569,5
doc_2476,216
doc_10757,36
doc_23654,30
doc_3714,4
doc_6705,75
doc_18189,24
doc_17092,24
doc_22740,22
doc_5190,12
doc_22125,14
doc_16457,16
doc_14211,7
doc_7844,30
doc_12641,72
doc_14053,16
doc_13032,1
doc_23274,48
doc_21486,10
doc_6765,84
doc_10794,72
doc_1126,102
doc_17626,54
doc_23370,48
doc_18734,5
doc_11544,1
doc_4359,12
doc_14115,78
doc_17728,12
doc_23658,1
doc_21401,1
doc_7422,72
doc_6653,22
doc_17485,156
doc_9161,12
doc_7623,66
doc_988,34
doc_16015,9
doc_2853,72
doc_11696,60
doc_8854,5
doc_16337,8
doc_14997,7
doc_17015,5
doc_17634,14
doc_19564,2
doc_16867,10
doc_9655,54
doc_3041,20
doc_16036,24
doc_5011,3
doc_22170,72
doc_3274,48
doc_7228,18
doc_3684,48
doc_6808,28
doc_12338,36
doc_1317,63
doc_3226,36
doc_17457,60
doc_21200,96
doc_21801,12
doc_9853,48
doc_5753,10
doc_10618,20
doc_16394,5
doc_4617,144
doc_19482,60
doc_23023,78
doc_1301,204
doc_15223,96
doc_23077,216
doc_13674,1
doc_9901,2
doc_5496,70
doc_9601,13
doc_1799,12
doc_12150,42
doc_9668,1
doc_21432,72
doc_6442,8
doc_8637,39
doc_15601,36
doc_18744,30
doc_3655,10
doc_7053,17
doc_15946,12
doc_11372,12
doc_15711,60
doc_1287,72
doc_19915,19
doc_20830,11
doc_2138,4
doc_10829,3
doc_12209,3
doc_12290,3
doc_9874,6
doc_16490,24
doc_13468,48
doc_6895,30
doc_9885,72
doc_3611,6
doc_7152,12
doc_17348,3
doc_6013,24
doc_13646,72
doc_14114,96
doc_4883,25
doc_16525,8
doc_13077,12
doc_12612,24
doc_12047,1
doc_4147,18
doc_8907,78
doc_6543,60
doc_4432,60
doc_21677,1
doc_407,54
doc_21692,18
doc_13179,90
doc_16174,84
doc_8235,15
doc_11023,12
doc_14052,10
doc_11564,12
doc_11557,96
doc_20784,48
doc_16354,2
doc_12,60
doc_4761,15
doc_1178,48
doc_10694,108
doc_2864,78
doc_6472,20
doc_9219,21
doc_12041,36
doc_2990,10
doc_11208,60
doc_7011,63
doc_11531,18
doc_14438,48
doc_8928,5
doc_12593,150
doc_17825,30
doc_23382,32
doc_2876,66
doc_12179,8
doc_9109,16
doc_2191,168
doc_22246,20
doc_3727,78
doc_19157,10
doc_16839,33
doc_9014,36
doc_8190,18
doc_1368,16
doc_3713,42
doc_5451,12
doc_17773,60
doc_15639,48
doc_1001,7
doc_7762,72
doc_3554,16
doc_4115,120
doc_1668,48
doc_3174,11
doc_15741,36
doc_22981,9
doc_489,72
doc_19615,9
doc_20213,12
doc_22067,2
doc_12976,20
doc_21593,156
doc_7849,6
doc_5705,84
doc_23257,72
doc_8134,4
doc_17088,36
doc_5106,4
doc_22853,9
doc_3292,84
doc_8126,27
doc_11866,30
doc_13381,4
doc_9520,1
doc_23246,12
doc_13966,12
doc_14288,78
doc_13599,18
doc_22959,30
doc_21294,16
doc_4441,60
doc_10056,18
doc_17371,12
doc_23100,22
doc_22796,192
doc_22971,72
doc_15505,30
doc_15578,18
doc_5239,13
doc_14647,72
doc_15553,54
doc_17583,120
doc_12374,60
doc_22588,4
doc_13670,16
doc_7520,6
doc_9992,60
doc_9207,4
doc_9557,12
doc_10226,19
doc_4471,8
doc_17276,10
doc_10986,12
doc_1970,96
doc_12596,12
doc_5758,15
doc_6295,10
doc_12116,84
doc_13606,42
doc_7596,72
doc_9111,4
doc_3250,16
doc_6571,6
doc_6639,30
doc_15399,24
doc_12505,5
doc_126,8
doc_16171,18
doc_5371,12
